scaleapi/SWE-bench_Pro-os	506	SWE-Bench Pro: Can AI Agents Solve Long-Horizon Software Engineering Tasks?
z2p/sweetPotato	475	基于burpsuite的资产分析工具
OpenAutoCoder/live-swe-agent	452	Live-SWE-agent: live, runtime self-evolving software engineering agent
rileyjshaw/sweep	444	:rainbow: A JavaScript library for smooth color transitions
yan-michael/SWE-Interview-Questions	441	Collection of technical interview questions from companies anywhere from startups to FAANG!
yaog6700-bit/Swell-Proxy	433	Windows原生代理客户端
wadackel/sweet-scroll	392	:lollipop: ECMAScript2015+ & TypeScript Friendly, dependency-free smooth scroll library.
kbrw/sweet_xml	376	
iDevicesInc/SweetBlue	358	BLE on Android, the easy way. THIS IS NOW DEPRECATED. Please visit website for info on new versions.
hubertr/Swell	358	Logging utility for Swift and Objective C
multi-swe-bench/multi-swe-bench	357	 Multi-SWE-bench: A Multilingual Benchmark for Issue Resolving
JSMonk/sweet-monads	354	The library which provides useful monads, interfaces, and lazy iterators.
verehu/SweetMusicPlayer	352	SweetMusicPlayer是一款基于百度音乐API的在线音乐播放器。拥有播放本地、在线音乐以及mv等功能，采用 MVP + RxJava + Retrofit 架构的项目, 使用Java和Kotlin混合开发。
AlanChen4/2024-SWE-New-Grad	345	A list of new grad positions for software engineering, updated automatically everyday
Matheus-Garbelini/sweyntooth_bluetooth_low_energy_attacks	333	Proof of Concept of Sweyntooth Bluetooth Low Energy (BLE) vulnerabilities.
amirshnll/Persian-Swear-Words	314	Persian Swear Dataset - you can use in your production to filter unwanted content.  دیتاست کلمات نامناسب و بد فارسی برای فیلتر کردن متن ها
Ayanami1314/swe-pruner	313	
duckyb/zmk-sweep	311	Ferris Sweep ZMK Configuration
edwardleardi/mle-ds-swe-cheat-sheets	310	
dinghanshen/SWEM	286	The Tensorflow code for this ACL 2018 paper: "Baseline Needs More Love: On Simple Word-Embedding-Based Models and Associated Pooling Mechanisms"
SWE-bench/experiments	279	Open sourced predictions, execution logs, trajectories, and results from model inference + evaluation runs on the SWE-bench task.
rikschennink/short-and-sweet	275	📟 Accessible character counter for input elements
facebookresearch/sweet_rl	271	Benchmark and research code for the paper SWEET-RL Training Multi-Turn LLM Agents onCollaborative Reasoning Tasks
m9sweeper/m9sweeper	266	m9sweeper is a free and easy kubernetes security platform. 
FlexMonkey/sweetcorn	265	Node based CIKernel creation
PROxZIMA/Sweet-Pop	264	Sweet_Pop! Beautify, Customize Firefox. Minimalist animated oneliner theme for Firefox perfectly matching Sweet Dark.
CeeJayDK/SweetFX	263	
LingmaTongyi/Lingma-SWE-GPT	260	Inference code of Lingma SWE-GPT
MizuhoAOKI/mppi_swerve_drive_ros	259	 [IROS 2024] MPPI (Model Predictive Path-Integral) Controller for a Swerve Drive Robot
aspain/git-sweaty	258	Turn your Strava and Garmin activities into GitHub-style contribution graphs.
AckslD/swenv.nvim	252	Tiny plugin to quickly switch python virtual environments from within neovim without restarting.
djorg83/react-bootstrap-sweetalert	249	A React implementation of SweetAlert
EliverLara/Sweet-folders	249	
Securonix/AutonomousThreatSweeper	248	Threat Hunting queries for various attacks
EliverLara/Sweet-kde	247	Plasma desktop theme port of my Gtk theme
nickbullll/react-sweet-progress	246	A way to quickly add a progress bar to react app 🌈
Tycx2ry/SweetPotato_CS	245	修改的SweetPotato，使之可以用于CobaltStrike v4.0
verehu/SweetCamera	244	SweetCamera主要是为了解决兼容android各种机型的相机自动对焦的问题的项目，这里采用了基于传感器的方案。
sadekbaroudi/sweep36	242	
aws-samples/remote-swe-agents	241	Autonomous SWE agent working in the cloud!
SwellRT/swellrt	240	SwellRT main project. Server, JavaScript and Java clients
chentsulin/sweetalert-react	238	Declarative SweetAlert in React
wyysf-98/SweetDreamer	238	
NotionTheory/unity-sweeper	237	A simple clean-up tool to remove unused assets from Unity.
